NumTrajs,PolicyExecTime,Time,StdReturn,AverageDiscountedReturn,LossAfter,AbsLearnSignal,Perplexity,ProcessExecTime,IRLLoss,AverageReturn,ExplainedVariance,MeanKL,dLoss,Entropy,AveragePolicyStd,Iteration,EnvExecTime,MeanKLBefore,ItrTime,LossBefore,MaxReturn,OriginalTaskAverageReturn,MinReturn
2,0.1227567195892334,282.5942780971527,252.31439644098282,-367.6103388246625,-0.08314425,0.9244483567209338,16.844187,0.0025606155395507812,0.20540968,-493.19453901052475,0.5769732196643769,0.008313933,0.083144195,2.8240056,0.9931007,10,31.03534770011902,0.0,36.359248638153076,-5.0637574e-08,-240.88014256954193,7.744729855594084,-745.5089354515076
1,0.06432723999023438,304.2190430164337,0.0,-183.35814884445307,-0.034799162,0.7899920547545843,17.2414,0.0014166831970214844,0.20393246,-263.2956021130085,-0.20509530520318742,0.0071349996,0.034799147,2.8473134,1.0049239,11,16.391326665878296,0.0,21.620717525482178,-1.5894573e-08,-263.2956021130085,9.577709539147728,-263.2956021130085
1,0.06458139419555664,326.0191476345062,0.0,-235.23102049318572,-0.03193267,0.8420738462296148,17.42344,0.0014312267303466797,0.17667472,-343.5537267923355,0.8305591013607865,0.007845872,0.031932734,2.8578165,1.0101502,12,16.566998720169067,0.0,21.7955105304718,6.357829e-08,-343.5537267923355,9.909839170837271,-343.5537267923355
1,0.06103515625,346.9803817272186,0.0,-537.2268248228248,-0.046573814,0.8158663367934247,17.433088,0.0013463497161865234,0.027690608,-760.892742395401,0.6064231685454253,0.0074304724,0.046573877,2.85837,1.0104184,13,15.696672677993774,0.0,20.95725393295288,6.357829e-08,-760.892742395401,4.611898445468109,-760.892742395401
1,0.06556034088134766,368.0868158340454,0.0,-370.1813783080217,-0.06954445,0.8206566147685824,17.2893,0.00139617919921875,0.028268509,-488.9431381225586,0.8896502193229722,0.009692332,0.06954448,2.850088,1.0062327,14,15.787954807281494,0.0,21.10225749015808,3.1789146e-08,-488.9431381225586,6.619161639232383,-488.9431381225586
1,0.06067037582397461,388.9519453048706,0.0,-467.6303230246405,-0.061991867,0.8043489991449999,17.292023,0.0013704299926757812,0.050043706,-668.4118049144745,0.9673102312062646,0.009689048,0.061991844,2.8502452,1.006385,15,15.674213647842407,0.0,20.861203908920288,-2.3841858e-08,-668.4118049144745,6.274801766941783,-668.4118049144745
3,0.09464192390441895,425.1532447338104,275.475848924417,-225.63338236318074,-0.04526811,0.9309031180942089,17.25081,0.002137422561645508,0.0407884,-300.721603512764,0.2356274904189959,0.00811583,0.045268077,2.8478591,1.0051665,16,31.015043258666992,0.0,36.19740343093872,-3.2146325e-08,-80.6237006187439,3.2851403099666,-689.1553603410721
1,0.06014680862426758,446.54232025146484,0.0,-501.7692683509165,-0.05875629,0.9242854212524336,16.37501,0.0013852119445800781,0.18819076,-670.833004951477,-17.961366472372198,0.0070993723,0.058756255,2.7957563,0.9796638,17,16.123621940612793,0.0,21.385090827941895,-3.1789146e-08,-670.833004951477,8.065010007713894,-670.833004951477
1,0.06095743179321289,467.8690974712372,0.0,-329.6409790904712,-0.0112721445,0.8758576694017403,16.878998,0.0014646053314208984,0.11597786,-479.4692422747612,0.9254479442932142,0.0034107934,0.011272081,2.82607,0.9947004,18,16.139801025390625,0.0,21.319862842559814,-6.357829e-08,-479.4692422747612,7.9123379019786855,-479.4692422747612
2,0.09592461585998535,500.4088034629822,71.6559302508831,-207.04685307257768,-0.07187345,0.8840398861234787,16.789865,0.002106189727783203,0.2820063,-271.94957372546196,-0.5825142249218864,0.007540813,0.071873456,2.8207755,0.99217653,19,27.35085391998291,0.0,32.53234052658081,1.0145471e-08,-200.29364347457886,8.107223809016208,-343.60550397634506
2,0.07746553421020508,529.1180868148804,154.9472377896309,-176.1963627941189,-0.0244497,0.7165748972195237,16.639875,0.0016436576843261719,0.07431891,-231.4204106926918,-7.134349847397669,0.007817279,0.024449687,2.811802,0.9871285,20,23.413560152053833,0.0,28.70285940170288,-1.3064032e-08,-76.47317290306091,4.803410847892018,-386.3676484823227
2,0.0654900074005127,555.3332352638245,53.0304037630558,-304.9200635499685,-0.04914584,0.7223285971317349,15.819699,0.0014908313751220703,0.10462024,-365.8323134481907,0.7481735638194214,0.007670564,0.04914584,2.761256,0.96241516,21,21.068082094192505,0.0,26.21130681037903,-0.0,-312.8019096851349,3.0526438204633077,-418.8627172112465
1,0.06372857093811035,577.5450005531311,nan,nan,nan,nan,14.955174,0.0013382434844970703,0.11259194,nan,nan,0.0,nan,2.7050574,0.93586445,22,16.85693669319153,0.0,22.208040952682495,nan,nan,nan,nan
1,0.06710100173950195,598.7978999614716,0.0,-480.8264087910768,nan,nan,14.955174,0.0013537406921386719,0.06507911,-696.064884185791,nan,0.0,nan,2.7050574,0.93586445,23,16.03881525993347,0.0,21.248992681503296,nan,-696.064884185791,6.708021720273306,-696.064884185791
2,0.16201376914978027,633.4719569683075,135.81386628746986,-491.9255080018462,-0.05182532,0.8831784718908902,14.955164,0.0024454593658447266,0.027485842,-661.7683659493923,-0.3608825644396827,0.009209974,0.051825263,2.7050567,0.93586445,24,29.2781503200531,0.0,34.670170068740845,-5.5019672e-08,-525.9544996619225,4.877232804633113,-797.5822322368622
1,0.11431002616882324,655.1803679466248,0.0,-268.1589895343807,-0.07256606,0.9164543286626784,14.923926,0.0015032291412353516,0.2794662,-408.61790009588003,-2.2012683227125107,0.009513031,0.072565995,2.7029657,0.93501663,25,16.436461210250854,0.0,21.702858686447144,-6.357829e-08,-408.61790009588003,9.306047700909058,-408.61790009588003
1,0.08360838890075684,676.3044981956482,0.0,-592.4118323604017,-0.010046212,0.6916945252609941,15.055898,0.0014171600341796875,0.007584092,-828.1980080604553,0.7833400341045456,0.005313206,0.010046212,2.7117698,0.9392,26,15.867023468017578,0.0,21.118210792541504,-0.0,-828.1980080604553,5.1200233943040905,-828.1980080604553
1,0.08365511894226074,697.6011881828308,0.0,-665.2092569574846,-0.07218634,0.8620397292711501,15.445277,0.0014567375183105469,0.0078232065,-915.3250873088837,0.9945554119513379,0.006608198,0.07218634,2.7373033,0.9514519,27,16.033183574676514,0.0,21.291637182235718,-0.0,-915.3250873088837,4.509866298291824,-915.3250873088837
1,0.08497238159179688,718.973406791687,0.0,-488.58742350339526,-0.063171454,0.8026108327940811,15.066811,0.0014240741729736328,0.011576013,-690.6362817287445,0.9766213436815286,0.007254467,0.063171424,2.7124944,0.94002837,28,16.054044485092163,0.0,21.368345022201538,-3.1789146e-08,-690.6362817287445,6.626691180518483,-690.6362817287445
1,0.08363103866577148,740.4117403030396,0.0,-619.4661297733797,-0.07267269,0.8329433588890508,14.9589405,0.0013968944549560547,0.0065322197,-860.7225770950317,0.9151903953810032,0.0067050625,0.07267269,2.7053092,0.9361628,29,16.097951412200928,0.0,21.434098482131958,-0.0,-860.7225770950317,5.067965532868005,-860.7225770950317
3,0.15914463996887207,778.5585265159607,325.1681028402642,-295.7084516259221,-0.037183307,0.9513358267800017,15.582594,0.002394437789916992,0.022517279,-387.6332049369812,-0.1559298826284028,0.009048499,0.037183296,2.7461545,0.955464,30,32.84221267700195,0.0,38.14250731468201,-1.10606555e-08,-105.08757328987122,3.302294089560147,-843.1152141094208
1,0.07578301429748535,800.1314477920532,0.0,-383.813702968345,-0.046419892,0.8663583989002485,15.223217,0.0015859603881835938,0.050090052,-531.9322682619095,0.46473155400439414,0.009389894,0.04641985,2.7228217,0.94414294,31,16.217884302139282,0.0,21.56884741783142,-3.973643e-08,-531.9322682619095,6.700953359352684,-531.9322682619095
1,0.07211494445800781,821.5856392383575,0.0,-546.4982831306489,-0.057884756,0.8996955751271436,14.062854,0.00138092041015625,0.0281192,-771.0798087120056,0.9156097334377478,0.0065929317,0.057884723,2.6435368,0.9076803,32,16.239654064178467,0.0,21.450020790100098,-3.1789146e-08,-771.0798087120056,6.48975330643284,-771.0798087120056
1,0.09236836433410645,842.8707234859467,0.0,-530.3613983025363,-0.07797495,0.8624699775603538,13.698877,0.0014617443084716797,0.002076401,-733.1752378940582,0.9904621620059878,0.0070002824,0.07797492,2.6173139,0.89586437,33,15.877326488494873,0.0,21.281073808670044,-3.1789146e-08,-733.1752378940582,6.124238644074851,-733.1752378940582
2,0.1657252311706543,880.084930896759,18.97046521306038,-379.9688555766188,-0.045554545,0.8823270361630339,13.250189,0.0028209686279296875,0.12837297,-537.0328900516033,-0.43417004950034666,0.008853368,0.04555458,2.5840118,0.88121086,34,31.877941370010376,0.0,37.20894765853882,3.3462257e-08,-518.0624248385429,7.448432402955623,-556.0033552646637
1,0.09304571151733398,901.9231240749359,0.0,-327.9206711830332,-0.029138692,0.8913628975753439,13.000495,0.0013849735260009766,0.058236185,-453.67483627796173,0.8214624478147023,0.0063830363,0.029138692,2.5649874,0.8728549,35,16.53265619277954,0.0,21.833608865737915,-0.0,-453.67483627796173,8.281174100466492,-453.67483627796173
2,0.11346864700317383,932.3433856964111,256.6678866147995,-347.42183855685477,-0.17805259,0.8521417534617421,13.14621,0.0020253658294677734,0.01412105,-457.31578624248505,-0.37042064059155755,0.0094022965,0.1780526,2.5761335,0.8776219,36,25.137736320495605,0.0,30.413320779800415,1.1773757e-08,-200.64789962768555,4.519896696208038,-713.9836728572845
2,0.13736939430236816,969.7460677623749,121.7883608341217,-404.95422443022034,-0.03863468,0.913926756635523,12.809461,0.0028057098388671875,0.18715537,-558.2615694999695,-0.03255751940210794,0.009676885,0.038634714,2.550184,0.86606306,37,32.02243423461914,0.0,37.398829221725464,3.288532e-08,-436.4732086658478,8.538164088701311,-680.0499303340912
2,0.0936424732208252,998.1274366378784,318.13494086265564,-256.9174302767991,-0.07249696,0.6787621939640197,12.747496,0.0016827583312988281,0.082473576,-368.50387251377106,-0.8618999721238261,0.008171896,0.07249684,2.5453348,0.86393505,38,23.083879947662354,0.0,28.375903844833374,-1.1580331e-07,-50.36893165111542,4.36306931671864,-686.6388133764267
1,0.0789177417755127,1019.7064151763916,0.0,-398.4020156300068,-0.055702314,0.724846996223867,12.884147,0.001462697982788086,0.17147833,-593.9560028910637,0.479930725805119,0.0067345407,0.055702314,2.5559976,0.86854714,39,16.336838245391846,0.0,21.572142839431763,-0.0,-593.9560028910637,8.860414726788507,-593.9560028910637
1,0.09223341941833496,1041.7383298873901,0.0,-228.1396535426239,-0.051267114,0.779767766487852,12.509866,0.0014348030090332031,0.27361622,-330.5496062040329,0.8181865076564334,0.009522513,0.051267114,2.5265176,0.8558334,40,16.74942398071289,0.0,22.02676820755005,-0.0,-330.5496062040329,13.094394438913582,-330.5496062040329
1,0.08315515518188477,1063.4284229278564,0.0,-222.23838535875788,-0.071835324,0.8266477013969492,12.7965765,0.0013325214385986328,0.2951069,-313.8385856747627,0.14661450243029073,0.007203552,0.071835324,2.5491776,0.8657531,41,16.436617612838745,0.0,21.683286666870117,-0.0,-313.8385856747627,9.488055608586475,-313.8385856747627
2,0.11620712280273438,1093.3951745033264,391.28514302521944,-417.36210375571994,-0.05548029,0.8360212933123119,12.708861,0.0019791126251220703,0.10369079,-546.4272069856524,-8.463333348585618,0.005845199,0.055480313,2.5422995,0.8627623,42,24.537603855133057,0.0,29.962097883224487,2.3841858e-08,-155.142063960433,3.5168796297952816,-937.7123500108719
1,0.08321428298950195,1114.5670816898346,0.0,-708.0198693582083,-0.04384721,0.8126077637378407,12.7887745,0.0013921260833740234,0.0068050884,-969.7911546230316,0.9499077603158064,0.009063457,0.04384721,2.5485678,0.865339,43,15.890297651290894,0.0,21.167622327804565,-0.0,-969.7911546230316,4.901963156079061,-969.7911546230316
1,0.0745546817779541,1136.2151410579681,0.0,-506.89069679618007,-0.04643065,0.906122371833521,12.568162,0.0014922618865966797,0.03183062,-719.9275603294373,0.5478843644299387,0.0062445393,0.04643065,2.5311668,0.85786,44,16.31094264984131,0.0,21.64395499229431,-0.0,-719.9275603294373,7.255631305400737,-719.9275603294373
2,0.10910296440124512,1166.9793798923492,179.42221575975418,-326.43672279800614,-0.04438377,0.9452971935814679,12.438459,0.0019652843475341797,0.09366549,-420.6148878931999,-0.6793838495983417,0.006514622,0.04438375,2.5207932,0.853705,45,25.507868766784668,0.0,30.760387897491455,-2.3260348e-08,-241.19267213344574,5.246311021182701,-600.0371036529541
1,0.07911276817321777,1188.5085537433624,0.0,-390.5750349744469,-0.05620699,0.8651703760688634,12.377358,0.0014946460723876953,0.049490005,-566.1611243486404,-11.98489911729392,0.009694715,0.05620699,2.515869,0.8516552,46,16.219854593276978,0.0,21.525168418884277,-0.0,-566.1611243486404,8.626616719837566,-566.1611243486404
1,0.07271695137023926,1209.924894809723,0.0,-379.4751210966167,-0.05354659,0.9257008542454178,12.0593,0.001520395278930664,0.09272881,-565.9298281669617,0.8021770631811492,0.007902208,0.053546526,2.4898362,0.8405304,47,16.161994457244873,0.0,21.41215419769287,-6.357829e-08,-565.9298281669617,9.148409634694952,-565.9298281669617
2,0.06855630874633789,1236.7531983852386,221.50618797540665,-317.0384221362928,-0.06541816,0.8546037557521808,11.941638,0.001567840576171875,0.020534992,-389.5671164393425,-0.18517321562091849,0.008121541,0.06541813,2.4800313,0.8361711,48,21.489872217178345,0.0,26.824480533599854,-3.0763687e-08,-168.06092846393585,3.357936298554223,-611.0733044147491
2,0.15232372283935547,1274.6019043922424,86.07100447267294,-271.5108582442606,-0.0578028,0.8390113603153336,11.701536,0.002634763717651367,0.2927709,-398.0422735735774,-4.445528907770045,0.0060502966,0.057802793,2.4597201,0.8277597,49,32.436386585235596,0.0,37.843066692352295,-8.081986e-09,-311.97126910090446,10.374639704578815,-484.11327804625034
2,0.10335230827331543,1303.8700642585754,417.56730473041534,-426.44369279371404,-0.14070705,0.8702467620873469,11.754983,0.0019195079803466797,0.009275684,-564.7712849378586,-0.09527496026819882,0.009811884,0.14070706,2.4642773,0.8296581,50,23.939770698547363,0.0,29.262569904327393,1.857807e-08,-147.20398020744324,3.315921727955449,-982.3385896682739
2,0.1287703514099121,1338.1216878890991,175.24481559172273,-519.2559006845997,-0.046758335,0.7807761764720458,11.8982525,0.002386808395385742,0.023862625,-702.9590184651315,-1.8259372757121457,0.009789934,0.046758316,2.4763916,0.83467895,51,28.98458456993103,0.0,34.247679233551025,-1.8699497e-08,-527.7142028734088,5.321722072318741,-878.2038340568542
1,0.06354713439941406,1359.5128018856049,0.0,-338.5289604971805,-0.058328565,0.9101097596840372,11.995386,0.0014996528625488281,0.14630795,-493.2544403374195,-26.128750373963975,0.0073408363,0.058328565,2.484522,0.8380978,52,16.057308435440063,0.0,21.385544061660767,-0.0,-493.2544403374195,6.325180016136824,-493.2544403374195
2,0.138808012008667,1396.8350887298584,164.65229991078377,-337.31323145172803,-0.06135079,0.9142727276284648,12.037059,0.0027141571044921875,0.24589211,-470.909589022398,-0.08635645547174842,0.009739346,0.061350837,2.4879901,0.8395585,53,32.041110038757324,0.0,37.317747831344604,4.8491913e-08,-306.2572891116142,8.636537819352803,-635.5618889331818
1,0.07497739791870117,1418.0215797424316,0.0,-270.708597736592,-0.09493408,0.8726852819021131,12.397539,0.0014286041259765625,0.161592,-378.51985907554626,-1.6228130148587891,0.006739752,0.09493405,2.517498,0.8519847,54,15.956873416900635,0.0,21.18261981010437,-3.1789146e-08,-378.51985907554626,11.057451443057136,-378.51985907554626
1,0.06600832939147949,1439.5006330013275,0.0,-550.0720865136942,-0.11530917,0.864714102539078,12.541169,0.001428365707397461,0.034893714,-759.5681734085083,-0.9063962787969864,0.0073914113,0.11530924,2.5290167,0.85690695,55,16.131672143936157,0.0,21.47504758834839,6.357829e-08,-759.5681734085083,7.495006680808258,-759.5681734085083
1,0.06085562705993652,1461.1559238433838,0.0,-148.6320272529239,-0.057007186,0.8634992073035287,12.618405,0.001322031021118164,0.46601173,-208.5358947813511,-15.461921296979426,0.0065429686,0.057007186,2.5351565,0.85956013,56,16.432775497436523,0.0,21.649508476257324,-0.0,-208.5358947813511,13.99146119470947,-208.5358947813511
1,0.0774083137512207,1482.6533534526825,0.0,-370.88604562908966,-0.14787906,0.7885111299755317,12.257682,0.0013666152954101562,0.14396292,-542.1644171476364,0.38539597199083064,0.007843659,0.14787906,2.5061529,0.8471639,57,16.2023983001709,0.0,21.491905689239502,-0.0,-542.1644171476364,7.068486393304804,-542.1644171476364
2,0.1115872859954834,1514.3971424102783,366.9970854520798,-425.32738638057907,-0.08094574,0.8860770190717222,12.298413,0.002054452896118164,0.09319211,-570.5394605398178,-1.249183974644299,0.0066065304,0.08094569,2.5094702,0.84857154,58,26.534395694732666,0.0,31.73846125602722,-4.2385526e-08,-203.54237508773804,4.597721171861084,-937.5365459918976
2,0.08374500274658203,1544.303588628769,41.408693969249725,-443.5533837787291,-0.064964086,0.8680666166820636,12.285747,0.0018296241760253906,0.031311583,-558.6462711691856,-4.87799993650331,0.007485684,0.064964026,2.5084398,0.84813577,59,24.770018100738525,0.0,29.902661085128784,-5.9604645e-08,-517.2375771999359,4.30370205423071,-600.0549651384354
1,0.06877303123474121,1565.381371498108,0.0,-713.2291266788968,-0.059649117,0.8676629577146817,12.859356,0.0013995170593261719,0.0049951463,-973.0826945304871,0.6819188971714474,0.0096879,0.05964915,2.5540717,0.86770564,60,15.844043016433716,0.0,21.07312560081482,3.1789146e-08,-973.0826945304871,5.419142423492058,-973.0826945304871
2,0.09504151344299316,1596.357825756073,101.71587839722633,-298.92164219819153,-0.08441422,0.881630860555982,12.678921,0.0021219253540039062,0.17262948,-397.94874092936516,-1.12188627077126,0.00957243,0.08441418,2.5399408,0.86159724,61,25.677122831344604,0.0,30.972631216049194,-4.5960206e-08,-296.2328625321388,5.851886579082695,-499.6646193265915
2,0.12377119064331055,1632.7090499401093,393.1026574075222,-448.8962630649319,-0.07138148,0.9126691058167287,12.721506,0.002546548843383789,0.0646679,-607.5040892660618,-2.4867616963921226,0.0093432525,0.071381465,2.543294,0.8630578,62,30.985409259796143,0.0,36.34516501426697,-1.7339532e-08,-214.40143185853958,7.553049195291628,-1000.606746673584
1,0.07436776161193848,1654.5994594097137,0.0,-412.0656819604088,-0.051497255,0.8013714744131275,12.759089,0.0015065670013427734,0.09192399,-615.6173793077469,0.3747051429959589,0.006371613,0.051497255,2.546244,0.86431915,63,16.692229986190796,0.0,21.883708715438843,-0.0,-615.6173793077469,8.817041270723628,-615.6173793077469
1,0.09035420417785645,1676.4534566402435,0.0,-296.42890183780304,-0.10067851,0.84723046139422,12.5594425,0.001382589340209961,0.07760058,-412.13961404561996,-0.5782841705772312,0.009078144,0.10067851,2.5304728,0.8577551,64,16.518229007720947,0.0,21.84734344482422,-0.0,-412.13961404561996,9.996995299397714,-412.13961404561996
2,0.15482020378112793,1713.545193195343,48.622427210211754,-490.1810456227752,-0.06867669,0.7513829097907032,12.588876,0.00269317626953125,0.1273198,-703.1632174402475,-4.810019527627008,0.0073104035,0.06867666,2.5328135,0.8589067,65,31.765116691589355,0.0,37.085302114486694,-3.288532e-08,-654.5407902300358,7.608527336292704,-751.7856446504593
1,0.08882403373718262,1735.0426955223083,0.0,-378.40478102495797,-0.048839044,0.7675695429008322,12.200786,0.0014472007751464844,0.115611345,-555.2200138866901,0.935744959473368,0.0084189,0.04883901,2.5015004,0.8459463,66,16.261845588684082,0.0,21.493621587753296,-3.1789146e-08,-555.2200138866901,8.532526330805966,-555.2200138866901
2,0.10916757583618164,1762.5598618984222,99.34664595127106,-138.795841057113,-0.03683484,0.8519779388629205,11.867757,0.0016131401062011719,0.16202477,-173.72412860393524,0.650767136047748,0.0068780393,0.036834862,2.4738252,0.83442444,67,22.15729331970215,0.0,27.511546850204468,2.3612609e-08,-74.37748265266418,6.023794179314448,-273.0707745552063
3,0.11945676803588867,1799.892965555191,294.0176260693895,-330.2477757047596,-0.054502342,0.8528221807205978,11.701835,0.0023572444915771484,0.0121952295,-423.07546583811444,0.3646770203382206,0.0073326332,0.054502342,2.4597456,0.82853925,68,31.9159038066864,0.0,37.32859802246094,-0.0,-38.89272975921631,3.4559865670544823,-752.9066815376282
1,0.07521557807922363,1821.7357513904572,0.0,-339.0301747223606,-0.081963345,0.8180148383830289,11.361237,0.001552581787109375,0.0811517,-478.9216755628586,-3.7575611812188843,0.007832501,0.081963345,2.4302073,0.8168312,69,16.48733401298523,0.0,21.83607578277588,-0.0,-478.9216755628586,7.695448045467853,-478.9216755628586
2,0.09486937522888184,1850.3362159729004,74.55357766151428,-289.599073101083,-0.082935184,0.8573729250860008,11.440629,0.0018301010131835938,0.030013751,-355.8793935775757,0.6973667796074945,0.009545765,0.08293515,2.437171,0.8202161,70,23.298218727111816,0.0,28.594836950302124,-3.3580083e-08,-281.3258159160614,4.814783911650089,-430.43297123908997
2,0.14401602745056152,1887.162165403366,151.64100731164217,-368.19335050275504,-0.08799829,0.8668836092684442,11.433531,0.0027115345001220703,0.13320962,-516.9856772497296,-15.13147240906465,0.0069451365,0.08799829,2.4365504,0.81978023,71,31.390718936920166,0.0,36.821677446365356,-0.0,-365.34466993808746,8.835326363288427,-668.6266845613718
1,0.07703447341918945,1908.288411140442,0.0,-440.1347634478442,-0.075610355,0.8960015002284919,12.05011,0.0013892650604248047,0.04183953,-608.0487232804298,-2.5273209908265484,0.0072815022,0.075610355,2.4890738,0.84265596,72,15.909676313400269,0.0,21.119515895843506,-0.0,-608.0487232804298,6.7133142613057935,-608.0487232804298
3,0.10971665382385254,1946.034319639206,365.86917951075736,-352.0575052193513,-0.09876251,0.9614738757488569,11.977565,0.0024156570434570312,0.041577328,-452.561397711436,-2.192375772409456,0.008954416,0.09876256,2.4830353,0.84043044,73,32.529563903808594,0.0,37.74201583862305,4.6086065e-08,-151.71755695343018,3.194875544415551,-967.5517237186432
1,0.08813810348510742,1967.1576583385468,0.0,-495.2181331759826,-0.06783272,0.8347168250163564,11.705183,0.0013840198516845703,0.0036876032,-657.158529996872,-1.098634364026215,0.0076704705,0.06783269,2.4600317,0.8317627,74,15.905482053756714,0.0,21.1189603805542,-3.1789146e-08,-657.158529996872,5.479049817605089,-657.158529996872
1,0.06786394119262695,1988.8636951446533,0.0,-363.8822260617834,-0.06213398,0.8295968225332399,12.2032795,0.0013926029205322266,0.10775323,-493.6685439348221,0.8412892886694681,0.008587474,0.062133946,2.5017047,0.8503683,75,16.45700192451477,0.0,21.702181816101074,-3.1789146e-08,-493.6685439348221,9.856130337706132,-493.6685439348221
1,0.06188011169433594,2009.901938199997,0.0,-591.7656695328261,-0.059928816,0.7561538382566144,12.505095,0.001369476318359375,0.036484603,-793.0135726928711,0.9319277535385673,0.00674981,0.05992885,2.5261362,0.8611267,76,15.73104977607727,0.0,21.033053636550903,3.1789146e-08,-793.0135726928711,6.04064344576298,-793.0135726928711
2,0.08189821243286133,2038.6319515705109,146.84580296278,-247.52846282111364,-0.076634355,0.7581582020125273,12.540619,0.0016546249389648438,0.07757901,-313.2766198515892,-0.3989451597289533,0.007304067,0.076634355,2.5289729,0.86238545,77,23.53562569618225,0.0,28.725703239440918,-0.0,-166.4308168888092,5.592219884517425,-460.1224228143692
2,0.0801851749420166,2066.2592911720276,356.30591271817684,-345.671799671013,-0.070366636,0.8044420823147911,12.556104,0.0015914440155029297,0.055904184,-472.4601247161627,-1.7947829580820902,0.007426155,0.070366606,2.530207,0.8631809,78,22.393203020095825,0.0,27.62188458442688,-2.7642734e-08,-116.15421199798584,4.061748841264911,-828.7660374343395
1,0.06418776512145996,2087.4908945560455,0.0,-758.2415527070158,-0.053061422,0.7301862335363093,13.257033,0.0013990402221679688,0.00300898,-1024.947597503662,0.5344504704898642,0.0051368508,0.053061407,2.5845282,0.88776034,79,15.94327688217163,0.0,21.22455382347107,-1.5894573e-08,-1024.947597503662,5.030664951906183,-1024.947597503662
1,0.06984329223632812,2108.805183172226,0.0,-487.82005909763575,-0.045241866,0.8955875243859257,13.244216,0.0014085769653320312,0.06804639,-703.0877557992935,0.1651732404836539,0.0071817813,0.045241866,2.583561,0.887294,80,16.050878047943115,0.0,21.31031346321106,-0.0,-703.0877557992935,8.99580025171618,-703.0877557992935
