AverageDiscountedReturn,AveragePolicyStd,AbsLearnSignal,Time,Perplexity,MeanKLBefore,Entropy,AverageReturn,StdReturn,Iteration,LossAfter,LossBefore,dLoss,ProcessExecTime,PolicyExecTime,EnvExecTime,ExplainedVariance,OriginalTaskAverageReturn,NumTrajs,MinReturn,IRLLoss,MeanKL,MaxReturn,ItrTime
-812.8766031271437,1.1905297,0.8919252483333729,22788.17533969879,23.470875,0.0,3.1557603,-1082.7477927207947,0.0,1173,-0.09556071,3.1789146e-08,0.09556074,0.0015835762023925781,0.10448265075683594,12.691277027130127,0.9006199933399434,8.412361139201433,1,-1082.7477927207947,0.00026213235,0.009918725,-1082.7477927207947,17.8436119556427
nan,1.2002863,nan,22806.339188575745,23.571665,0.0,3.1600454,nan,nan,1174,nan,nan,nan,0.0016741752624511719,0.10419988632202148,12.843489170074463,nan,nan,1,nan,0.0040537803,0.0,nan,18.159799814224243
nan,1.2002863,nan,22824.41891503334,23.571665,0.0,3.1600454,nan,nan,1175,nan,nan,nan,0.0015828609466552734,0.10731911659240723,12.843445062637329,nan,nan,1,nan,0.0040661315,0.0,nan,18.07391047477722
nan,1.2002863,nan,22842.208241939545,23.571665,0.0,3.1600454,nan,nan,1176,nan,nan,nan,0.0016667842864990234,0.10088348388671875,12.515816450119019,nan,nan,1,nan,5.0875922e-05,0.0,nan,17.781616687774658
-710.0435518289828,1.2002861,nan,22870.62091112137,23.571655,0.0,3.160045,-908.7030391693115,182.79067420959473,1177,nan,nan,nan,0.0027484893798828125,0.18350696563720703,23.1275737285614,nan,5.871819633457664,2,-1091.4937133789062,0.0019916059,0.0,-725.9123649597168,28.406824111938477
-833.8864224139335,1.2002863,0.8001356828798887,22888.53953742981,23.571665,0.0,3.1600454,-1104.947416305542,0.0,1178,-0.04433414,4.7683717e-08,0.044334188,0.0016109943389892578,0.09821271896362305,12.703221321105957,0.9782625987414048,6.1198673134124,1,-1104.947416305542,4.1350537e-05,0.0077675222,-1104.947416305542,17.914591073989868
-814.4627089658354,1.1792177,0.9133785909798002,22906.56552028656,22.499008,0.0,3.1134713,-1083.6229839324951,0.0,1179,-0.01099507,-6.357829e-08,0.010995007,0.0015609264373779297,0.10201549530029297,12.873997688293457,0.8909673328851143,9.273683904364374,1,-1083.6229839324951,0.00011872284,0.003727908,-1083.6229839324951,18.021095514297485
nan,1.1676188,nan,22931.244416236877,21.9656,0.0,3.0894775,nan,nan,1180,nan,nan,nan,0.0019533634185791016,0.12921500205993652,19.406893491744995,nan,nan,2,nan,0.0039584492,0.0,nan,24.67455005645752
-812.1098158226808,1.1676186,nan,22949.2110683918,21.9656,0.0,3.0894775,-1082.5637874603271,0.0,1181,nan,nan,nan,0.0019114017486572266,0.10296297073364258,12.69666576385498,nan,5.594481754255245,1,-1082.5637874603271,4.098308e-05,0.0,-1082.5637874603271,17.961024522781372
nan,1.1676186,nan,22967.228625059128,21.9656,0.0,3.0894775,nan,nan,1182,nan,nan,nan,0.0016257762908935547,0.09928083419799805,12.711393594741821,nan,nan,1,nan,3.0506484e-05,0.0,nan,18.013685941696167
-817.9062824883498,1.1676186,nan,22985.305339336395,21.9656,0.0,3.0894775,-1087.8637261390686,0.0,1183,nan,nan,nan,0.0016603469848632812,0.10839319229125977,12.935634136199951,nan,8.594540741254072,1,-1087.8637261390686,0.0015023325,0.0,-1087.8637261390686,18.072582244873047
nan,1.1676186,nan,23003.240640878677,21.9656,0.0,3.0894775,nan,nan,1184,nan,nan,nan,0.0015418529510498047,0.09946346282958984,12.706772804260254,nan,nan,1,nan,4.871041e-05,0.0,nan,17.928053379058838
-766.635836711269,1.1676186,nan,23021.270304441452,21.9656,0.0,3.0894775,-1034.7348952293396,0.0,1185,nan,nan,nan,0.0015780925750732422,0.1084599494934082,12.804749011993408,nan,6.631042153088677,1,-1034.7348952293396,0.0077264155,0.0,-1034.7348952293396,18.02522325515747
-819.7026487262272,1.1676186,0.8599731082318102,23039.203450918198,21.9656,0.0,3.0894775,-1090.775205373764,0.0,1186,-0.053609785,3.1789146e-08,0.05360982,0.0016834735870361328,0.10732889175415039,12.697090864181519,0.7634338210375774,5.38438615229982,1,-1090.775205373764,0.0023083265,0.008804708,-1090.775205373764,17.929189205169678
-803.4169559170232,1.1789432,0.8827170523435238,23057.052483558655,22.186552,0.0,3.0994864,-1072.8438801765442,0.0,1187,-0.041189607,-0.0,0.041189607,0.00183868408203125,0.11286020278930664,12.758750438690186,0.9973078798152093,7.60296915563594,1,-1072.8438801765442,0.0025049564,0.007151251,-1072.8438801765442,17.84431529045105
-794.9906297755521,1.1556379,0.798586950141824,23075.00356411934,21.181759,0.0,3.0531404,-1064.3551259040833,0.0,1188,-0.12700148,-3.1789146e-08,0.12700145,0.0015947818756103516,0.10507082939147949,12.800057411193848,0.9808818361085285,9.936503500854819,1,-1064.3551259040833,0.00079432636,0.009183401,-1064.3551259040833,17.947125911712646
-821.9574365308091,1.1654717,0.9248458716667254,23092.877464532852,21.388779,0.0,3.0628664,-1092.3373231887817,0.0,1189,-0.035888895,-0.0,0.035888895,0.0016028881072998047,0.09791398048400879,12.72191572189331,0.6131866969501922,5.980010206264756,1,-1092.3373231887817,0.0001355501,0.007626302,-1092.3373231887817,17.869842290878296
nan,1.2102361,nan,23111.019948720932,23.307758,0.0,3.1487863,nan,nan,1190,nan,nan,nan,0.001668691635131836,0.10790371894836426,12.954911470413208,nan,nan,1,nan,0.020042626,0.0,nan,18.13851046562195
-832.3898379894467,1.2102361,nan,23128.96065378189,23.307758,0.0,3.1487863,-1103.4444274902344,0.0,1191,nan,nan,nan,0.0016448497772216797,0.10575985908508301,12.799232006072998,nan,7.2773954247293124,1,-1103.4444274902344,0.0003906881,0.0,-1103.4444274902344,17.934072494506836
-834.1683033378147,1.2102361,0.873198085870317,23146.89259004593,23.307758,0.0,3.1487863,-1105.2408599853516,0.0,1192,-0.049087685,4.7683717e-08,0.049087733,0.0016243457794189453,0.10413312911987305,12.661942958831787,0.9965010528097478,5.264662580656306,1,-1105.2408599853516,5.864685e-05,0.009118525,-1105.2408599853516,17.927945852279663
nan,1.1972597,nan,23164.96834230423,23.026419,0.0,3.1366422,nan,nan,1193,nan,nan,nan,0.0016608238220214844,0.09608006477355957,12.77276611328125,nan,nan,1,nan,3.5039753e-05,0.0,nan,18.071166038513184
-810.3036326116787,1.1972597,nan,23183.017109394073,23.026419,0.0,3.1366422,-1080.3153162002563,0.0,1194,nan,nan,nan,0.0015788078308105469,0.10877394676208496,12.833771467208862,nan,6.9052703791284715,1,-1080.3153162002563,0.00031583256,0.0,-1080.3153162002563,18.044856548309326
nan,1.1972597,nan,23201.016929388046,23.026419,0.0,3.1366422,nan,nan,1195,nan,nan,nan,0.001653432846069336,0.10522317886352539,12.76250433921814,nan,nan,1,nan,3.8935224e-05,0.0,nan,17.99561381340027
-781.2870501263832,1.1972597,nan,23219.25794005394,23.026419,0.0,3.1366422,-1044.536455631256,0.0,1196,nan,nan,nan,0.0017077922821044922,0.11044764518737793,12.931244373321533,nan,8.334287785467065,1,-1044.536455631256,0.009731479,0.0,-1044.536455631256,18.23680329322815
-803.8442014172894,1.1972597,0.9336522151308754,23237.23403120041,23.026419,0.0,3.1366422,-1071.500687122345,0.0,1197,-0.048494563,-3.1789146e-08,0.04849453,0.0015697479248046875,0.10643434524536133,12.838785886764526,-1.5396748091398718,7.545465332901504,1,-1071.500687122345,0.0016106954,0.009852071,-1071.500687122345,17.9717116355896
-833.923288085695,1.2061568,0.8826741690769226,23255.214883327484,23.399986,0.0,3.1527355,-1104.9958400726318,0.0,1198,-0.0147431055,-0.0,0.0147431055,0.0015995502471923828,0.10386848449707031,12.800464153289795,0.857817493710729,6.037657233989611,1,-1104.9958400726318,2.3713097e-05,0.008740302,-1104.9958400726318,17.97634482383728
-817.4589326178731,1.1951822,0.8407028011292901,23273.093357801437,23.167513,0.0,3.142751,-1087.30397605896,0.0,1199,-0.011850802,-0.0,0.011850802,0.001661539077758789,0.1022191047668457,12.674935579299927,0.9973889601600513,5.6903786305446475,1,-1087.30397605896,3.72763e-05,0.009325021,-1087.30397605896,17.874383687973022
-816.6811908444557,1.1935321,0.8402324201170671,23291.132472276688,22.994314,0.0,3.135247,-1086.7036666870117,0.0,1200,-0.03725608,3.1789146e-08,0.037256114,0.0016040802001953125,0.0976102352142334,12.823126316070557,0.9882803098144344,7.01294719493533,1,-1086.7036666870117,6.2733285e-05,0.008187498,-1086.7036666870117,18.033347368240356
-804.3773349851448,1.1939737,0.8250804569263198,23309.125920772552,23.323023,0.0,3.149441,-1074.7156580090523,0.0,1201,-0.042154662,-0.0,0.042154662,0.0016562938690185547,0.10892510414123535,12.834919452667236,0.9984033367971648,7.252798378259179,1,-1074.7156580090523,0.013413135,0.0073515624,-1074.7156580090523,17.9879469871521
-775.1246840940285,1.2036389,0.8366459578639905,23327.25104355812,23.852642,0.0,3.171895,-1037.939697265625,0.0,1202,-0.0045864107,-3.1789146e-08,0.004586379,0.0017349720001220703,0.10494041442871094,12.921302080154419,0.9656628399110533,10.000973688812593,1,-1037.939697265625,0.0013381285,0.009457443,-1037.939697265625,18.120980501174927
-830.2338947794126,1.1862236,0.9094113817386374,23345.14808869362,23.382402,0.0,3.1519837,-1101.1860179901123,0.0,1203,-0.09890798,-0.0,0.09890798,0.0016169548034667969,0.10835695266723633,12.637181758880615,0.92993517301388,7.204200257223865,1,-1101.1860179901123,8.157457e-05,0.008279454,-1101.1860179901123,17.889523029327393
-811.520900000984,1.1915227,0.7831542684306909,23363.258740901947,23.580057,0.0,3.1604013,-1081.4156408309937,0.0,1204,-0.016615836,1.5894573e-08,0.016615853,0.0017175674438476562,0.1093900203704834,12.974945545196533,0.9951795746342612,8.416456623040782,1,-1081.4156408309937,0.00018400485,0.007540046,-1081.4156408309937,18.104953050613403
-788.3948435773614,1.1795846,0.8115060952799962,23381.431560993195,23.085226,0.0,3.1391928,-1053.6951587200165,0.0,1205,-0.0026838938,-6.357829e-08,0.0026838302,0.001615762710571289,0.10593748092651367,12.983211040496826,0.9731753266718962,9.93369047749622,1,-1053.6951587200165,0.009511571,0.0072032446,-1053.6951587200165,18.168365478515625
-782.633901173621,1.1629612,0.8947431384808319,23399.3694460392,22.430174,0.0,3.110407,-1050.3442740440369,0.0,1206,-0.022201983,-3.1789146e-08,0.022201952,0.0015854835510253906,0.10449814796447754,12.829036712646484,0.5109549637939516,8.0402465309399,1,-1050.3442740440369,0.006083445,0.0067736716,-1050.3442740440369,17.93062448501587
-833.2099013753436,1.1837825,0.8868001157780685,23417.362354278564,23.29774,0.0,3.1483564,-1104.2629985809326,0.0,1207,-0.010394033,-0.0,0.010394033,0.0017032623291015625,0.11068367958068848,12.758503437042236,0.9883968039100719,6.158765350637308,1,-1104.2629985809326,9.7010794e-05,0.007489411,-1104.2629985809326,17.988351821899414
nan,1.1828108,nan,23442.612951517105,23.251225,0.0,3.1463578,nan,nan,1208,nan,nan,nan,0.002132892608642578,0.14284396171569824,20.01789879798889,nan,nan,2,nan,0.01351251,0.0,nan,25.24624514579773
nan,1.1828107,nan,23470.190088033676,23.25123,0.0,3.146358,nan,nan,1209,nan,nan,nan,0.0026111602783203125,0.17093968391418457,22.280410766601562,nan,nan,2,nan,0.00030307195,0.0,nan,27.573075771331787
-789.1554189816292,1.182811,nan,23488.309478998184,23.251225,0.0,3.1463578,-1051.6371579170227,0.0,1210,nan,nan,nan,0.0015747547149658203,0.10479903221130371,12.966477394104004,nan,12.339454813289576,1,-1051.6371579170227,0.017575419,0.0,-1051.6371579170227,18.114856719970703
-793.8584971603907,1.182811,0.7795861602240178,23506.445494413376,23.251225,0.0,3.1463578,-1061.3095989227295,0.0,1211,-0.048425484,-6.357829e-08,0.04842542,0.0017948150634765625,0.1090693473815918,12.946301698684692,0.9125845021763535,10.336680675886619,1,-1061.3095989227295,0.009591174,0.007441616,-1061.3095989227295,18.130663633346558
-829.1979016692661,1.1807638,0.9192267230878948,23524.299559116364,23.225067,0.0,3.1452322,-1100.2704582214355,0.0,1212,-0.02040116,-0.0,0.02040116,0.0016858577728271484,0.1029670238494873,12.591309070587158,0.9833354103280582,5.612467551657259,1,-1100.2704582214355,0.00038071704,0.007622973,-1100.2704582214355,17.849343061447144
nan,1.1475298,nan,23542.437913894653,21.963451,0.0,3.0893798,nan,nan,1213,nan,nan,nan,0.0016143321990966797,0.10613727569580078,12.952034711837769,nan,nan,1,nan,0.013854999,0.0,nan,18.134374856948853
-793.8097024175282,1.1475298,nan,23560.595699310303,21.963451,0.0,3.0893798,-1063.7011351585388,0.0,1214,nan,nan,nan,0.0016181468963623047,0.10775876045227051,12.941908121109009,nan,7.312289419671426,1,-1063.7011351585388,0.0003174417,0.0,-1063.7011351585388,18.153140783309937
nan,1.1475298,nan,23584.64258670807,21.963451,0.0,3.0893798,nan,nan,1215,nan,nan,nan,0.0020189285278320312,0.12237167358398438,18.7482807636261,nan,nan,2,nan,0.00011681309,0.0,nan,24.042165756225586
-819.7348376288127,1.1475298,nan,23602.668576478958,21.963451,0.0,3.0893798,-1090.215346813202,0.0,1216,nan,nan,nan,0.0016930103302001953,0.10715651512145996,12.849042892456055,nan,6.906513541308977,1,-1090.215346813202,0.004348664,0.0,-1090.215346813202,18.020110368728638
-825.2003505646157,1.1475298,0.8611456377941095,23620.595783233643,21.963451,0.0,3.0893798,-1095.8909788131714,0.0,1217,-0.036704063,6.357829e-08,0.036704127,0.0016219615936279297,0.10523295402526855,12.720090627670288,0.9965796049347155,5.430537757069213,1,-1095.8909788131714,0.00019638661,0.005497403,-1095.8909788131714,17.9230740070343
-823.0765490027277,1.147971,0.8296303199905074,23638.604442358017,21.964289,0.0,3.089418,-1093.5811891555786,0.0,1218,-0.11556304,6.357829e-08,0.11556311,0.0017189979553222656,0.0981895923614502,12.769263505935669,0.9731566507412711,6.96200519576257,1,-1093.5811891555786,5.690571e-05,0.0052095936,-1093.5811891555786,18.004793882369995
-831.4649175588165,1.1646024,0.9048017448710736,23656.61924147606,22.449917,0.0,3.1112869,-1102.510139465332,0.0,1219,-0.013122018,-6.357829e-08,0.013121955,0.0015668869018554688,0.11098551750183105,12.793521165847778,0.9539655488751957,5.80574331369316,1,-1102.510139465332,3.2828277e-05,0.009478233,-1102.510139465332,18.008806943893433
-822.9323718268894,1.1611667,0.8197723207481624,23674.623792886734,22.358559,0.0,3.1072092,-1093.9972515106201,0.0,1220,-0.024908287,-0.0,0.024908287,0.0015783309936523438,0.10705375671386719,12.85057282447815,0.9942690857913038,6.431746557519626,1,-1093.9972515106201,6.253027e-05,0.005889123,-1093.9972515106201,18.0003604888916
-803.676728613423,1.156293,0.9124972718105777,23692.75975561142,22.365383,0.0,3.1075144,-1073.6762580871582,0.0,1221,-0.04749457,-0.0,0.04749457,0.0016243457794189453,0.11156940460205078,12.928449630737305,0.9751048279068071,7.826289540233786,1,-1073.6762580871582,0.005086844,0.008761614,-1073.6762580871582,18.13021969795227
-822.1614630321521,1.1648259,0.8843504114717365,23710.628857135773,22.572817,0.0,3.1167464,-1093.1111855506897,0.0,1222,-0.071728036,-0.0,0.071728036,0.0016255378723144531,0.09927916526794434,12.603965282440186,0.5476282846019022,5.773018793454714,1,-1093.1111855506897,0.00028785894,0.008697155,-1093.1111855506897,17.861989498138428
-815.9944410727045,1.1584194,0.906344606982786,23728.703201532364,22.35655,0.0,3.1071193,-1086.8949613571167,0.0,1223,-0.00501318,-0.0,0.00501318,0.0015795230865478516,0.10406064987182617,12.855638265609741,0.9258684602125322,5.874026077644939,1,-1086.8949613571167,0.0009843755,0.0061124475,-1086.8949613571167,18.07033681869507
nan,1.1562023,nan,23752.68125987053,22.34456,0.0,3.1065829,nan,nan,1224,nan,nan,nan,0.0021219253540039062,0.12393665313720703,18.67862105369568,nan,nan,2,nan,6.525332e-05,0.0,nan,23.974141359329224
-731.5350445451494,1.1562023,nan,23781.16843676567,22.344587,0.0,3.106584,-939.8942141532898,147.80493116378784,1225,nan,nan,nan,0.0029489994049072266,0.17776155471801758,23.140093326568604,nan,5.4711797383107745,2,-1087.6991453170776,0.00013899863,0.0,-792.089282989502,28.481412410736084
nan,1.1562024,nan,23799.167993307114,22.34456,0.0,3.1065829,nan,nan,1226,nan,nan,nan,0.0016753673553466797,0.10117673873901367,12.824166297912598,nan,nan,1,nan,0.00011983804,0.0,nan,17.994016885757446
-435.07508791248773,1.1562024,nan,23839.7192401886,22.344576,0.0,3.1065836,-528.558388710022,352.64506431644105,1227,nan,nan,nan,0.00347900390625,0.2146897315979004,35.236445903778076,nan,3.6145852295343337,4,-1101.6293449401855,0.000860288,0.0,-147.36543464660645,40.5458881855011
-834.1666728217624,1.1562024,0.8799428126458648,23857.71398615837,22.34456,0.0,3.1065829,-1105.2392292022705,0.0,1228,-0.059416898,-3.1789146e-08,0.059416864,0.0016202926635742188,0.1090095043182373,12.866928577423096,-3.7233850508014195,7.37734478721872,1,-1105.2392292022705,4.4485038e-05,0.0072292336,-1105.2392292022705,17.99047589302063
nan,1.1666706,nan,23882.564125537872,22.74301,0.0,3.1242578,nan,nan,1229,nan,nan,nan,0.002089977264404297,0.13405752182006836,19.583458185195923,nan,nan,2,nan,3.255075e-05,0.0,nan,24.845749855041504
-722.7514362846159,1.1666704,nan,23911.422632694244,22.74303,0.0,3.1242588,-930.6072888374329,138.54597330093384,1230,nan,nan,nan,0.002938508987426758,0.1855463981628418,23.607291221618652,nan,7.329014968469545,2,-1069.1532621383667,0.0068204496,0.0,-792.061315536499,28.853020191192627
-806.2947105685417,1.1666704,0.7678473564032128,23929.475244760513,22.743004,0.0,3.1242576,-1076.156005859375,0.0,1231,-0.012368584,-0.0,0.012368584,0.0017392635345458984,0.10817646980285645,12.915878295898438,0.9095703366488616,8.076155587072446,1,-1076.156005859375,0.011199598,0.0075643044,-1076.156005859375,18.046755075454712
-814.5421388894669,1.1849698,0.8633154596670514,23947.45348238945,23.444925,0.0,3.154654,-1084.9546794891357,0.0,1232,-0.013931211,3.1789146e-08,0.013931243,0.001607656478881836,0.10915374755859375,12.854660987854004,0.9726233930383672,6.680718454875296,1,-1084.9546794891357,0.00037802858,0.007556349,-1084.9546794891357,17.974244356155396
-613.650448093231,1.1809574,0.9242513731734814,23974.232996940613,23.326616,0.0,3.149595,-780.3217177391052,296.5742173194885,1233,-0.04082309,-2.1674417e-08,0.04082307,0.002439737319946289,0.16170644760131836,21.564666032791138,-0.07682421904648495,4.887842894829708,2,-1076.8959350585938,0.006140573,0.006633207,-483.7475004196167,26.775254487991333
-826.8246651823549,1.1853077,0.8584856790355547,23992.213221549988,23.397533,0.0,3.1526306,-1097.896577835083,0.0,1234,-0.055496182,-6.357829e-08,0.05549612,0.0016477108001708984,0.10143828392028809,12.829461574554443,0.7296353153221208,6.580664509139466,1,-1097.896577835083,0.00029022555,0.00936986,-1097.896577835083,17.97587537765503
-781.7892793979386,1.1709952,0.8005051688154274,24010.167919635773,22.84441,0.0,3.1287065,-1050.7293310165405,0.0,1235,-0.037920315,-0.0,0.037920315,0.0017080307006835938,0.11070060729980469,12.813651323318481,0.9759917757783834,7.508323766429206,1,-1050.7293310165405,0.00041375257,0.00971071,-1050.7293310165405,17.950092554092407
-834.1683033378147,1.1664189,0.9078655443636142,24028.06965613365,22.669119,0.0,3.1210036,-1105.2408599853516,0.0,1236,-0.032394536,3.1789146e-08,0.03239457,0.0016291141510009766,0.10258102416992188,12.714076042175293,-0.16954842433055317,6.111170987592527,1,-1105.2408599853516,7.066016e-05,0.00473516,-1105.2408599853516,17.897428274154663
nan,1.1543543,nan,24046.233929872513,22.11891,0.0,3.096433,nan,nan,1237,nan,nan,nan,0.0016586780548095703,0.1146233081817627,12.9541494846344,nan,nan,1,nan,0.011011674,0.0,nan,18.160024642944336
-822.2703408507422,1.1543543,nan,24064.113508224487,22.11891,0.0,3.096433,-1091.9493770599365,0.0,1238,nan,nan,nan,0.0015816688537597656,0.10885810852050781,12.646551609039307,nan,5.79893939345529,1,-1091.9493770599365,0.00032917928,0.0,-1091.9493770599365,17.875176906585693
-702.0638639528189,1.1543542,0.9691959085092385,24092.41124534607,22.1189,0.0,3.0964324,-899.8760850429535,172.99663424491882,1239,-0.065240294,1.66893e-08,0.06524031,0.0027947425842285156,0.17442083358764648,23.022480249404907,0.5712607031727082,5.657797460983537,2,-1072.8727192878723,0.0023256065,0.00743258,-726.8794507980347,28.291748046875
nan,1.160795,nan,24110.58205628395,22.347176,0.0,3.1067,nan,nan,1240,nan,nan,nan,0.0016269683837890625,0.11121320724487305,13.015180826187134,nan,nan,1,nan,0.022607064,0.0,nan,18.166576147079468
-703.1972403980517,1.1607951,nan,24138.574681043625,22.347164,0.0,3.1066995,-891.2314939498901,140.326642036438,1241,nan,nan,nan,0.002838611602783203,0.1671743392944336,22.73503875732422,nan,6.093841232239804,2,-1031.5581359863281,0.00032011606,0.0,-750.9048519134521,27.98857808113098
-593.6188432632713,1.1607951,0.9535335369424829,24165.131126642227,22.34716,0.0,3.1066992,-740.808221578598,223.3643023967743,1242,-0.04210609,-0.0,0.04210609,0.002516508102416992,0.15876317024230957,21.319387912750244,-2.2942861805828807,8.189857395618207,2,-964.1725239753723,0.003915678,0.00894063,-517.4439191818237,26.552306175231934
-777.7481748507436,1.1444058,0.8163392560098703,24183.168628931046,21.671413,0.0,3.075994,-1045.115062236786,0.0,1243,-0.009880479,3.1789146e-08,0.009880511,0.0015859603881835938,0.1107485294342041,12.846693277359009,0.9786501562866018,7.629744646721028,1,-1045.115062236786,0.022276564,0.0075016827,-1045.115062236786,18.033559560775757
-819.6824633888831,1.1658211,0.9126461381741748,24201.05083489418,22.352552,0.0,3.1069405,-1090.5414505004883,0.0,1244,-0.031221548,-0.0,0.031221548,0.0016570091247558594,0.1044917106628418,12.644603729248047,0.5236768801727157,5.6160376887798815,1,-1090.5414505004883,0.0012852391,0.009786955,-1090.5414505004883,17.876310348510742
-779.5993009473808,1.1539288,0.8792238672733319,24219.03576683998,21.942438,0.0,3.0884225,-1047.9279581308365,0.0,1245,-0.027807362,-6.357829e-08,0.027807299,0.0015761852264404297,0.10677862167358398,12.856153011322021,0.9974019826977883,8.764507860347772,1,-1047.9279581308365,0.009760454,0.008873848,-1047.9279581308365,17.980988025665283
nan,1.146746,nan,24237.241191387177,21.717571,0.0,3.0781217,nan,nan,1246,nan,nan,nan,0.001626729965209961,0.10982155799865723,13.050390243530273,nan,nan,1,nan,0.001916396,0.0,nan,18.19954800605774
-806.1987780950591,1.146746,nan,24255.210871696472,21.717571,0.0,3.0781217,-1076.6675271987915,0.0,1247,nan,nan,nan,0.001588582992553711,0.11370706558227539,12.81596827507019,nan,7.289512811225247,1,-1076.6675271987915,0.010335327,0.0,-1076.6675271987915,17.96560311317444
-811.1745085126535,1.146746,0.8066341171822375,24273.27801322937,21.717571,0.0,3.0781217,-1081.3045797348022,0.0,1248,-0.020204639,3.1789146e-08,0.02020467,0.001604318618774414,0.11100101470947266,12.941042184829712,0.9998064550634983,7.239151273442787,1,-1081.3045797348022,0.00027853227,0.007667516,-1081.3045797348022,18.06320023536682
-778.1171204720915,1.1417514,0.9188683803397754,24291.60621571541,21.546715,0.0,3.0702233,-1045.2447175979614,0.0,1249,-0.035035577,-9.536743e-08,0.03503548,0.0015721321105957031,0.1105952262878418,13.11094880104065,0.6808373851684448,9.550755435914276,1,-1045.2447175979614,0.010924747,0.009506647,-1045.2447175979614,18.322152376174927
nan,1.14509,nan,24309.587940216064,21.78596,0.0,3.0812657,nan,nan,1250,nan,nan,nan,0.0016853809356689453,0.10270047187805176,12.784854650497437,nan,nan,1,nan,0.0004674776,0.0,nan,17.97752022743225
nan,1.1450899,nan,24337.816300153732,21.78595,0.0,3.0812652,nan,nan,1251,nan,nan,nan,0.00279998779296875,0.18401741981506348,23.011561155319214,nan,nan,2,nan,0.013589325,0.0,nan,28.224123001098633
-819.3203960817721,1.14509,nan,24355.783992528915,21.78596,0.0,3.0812657,-1088.238094329834,0.0,1252,nan,nan,nan,0.001573324203491211,0.10276985168457031,12.775364398956299,nan,7.31375492302344,1,-1088.238094329834,0.00017303525,0.0,-1088.238094329834,17.963202714920044
-773.4347199401251,1.14509,0.9321225013043847,24373.878111600876,21.78596,0.0,3.0812657,-1037.8711409568787,0.0,1253,-0.030932616,-6.357829e-08,0.030932553,0.0017199516296386719,0.10744190216064453,12.892333745956421,-3.9341770160726846,9.221767459673838,1,-1037.8711409568787,0.0045885183,0.0070342673,-1037.8711409568787,18.08824610710144
-606.627324550124,1.1568638,0.9205738403531245,24400.71884202957,22.270218,0.0,3.1032503,-775.0002001523972,295.2284222841263,1254,-0.027843015,-0.0,0.027843015,0.0024764537811279297,0.1479651927947998,21.683432817459106,0.2903709550946464,5.495229759449112,2,-1070.2286224365234,0.009180898,0.005174319,-479.7717778682709,26.834176063537598
-797.931195273396,1.1501133,0.9129304399504241,24418.791086673737,22.073252,0.0,3.0943666,-1067.0953831672668,0.0,1255,-0.108993754,-0.0,0.108993754,0.0016777515411376953,0.10755085945129395,12.787345170974731,-3.5434736682684553,6.9945928295195525,1,-1067.0953831672668,0.00019334543,0.009267572,-1067.0953831672668,18.06797742843628
nan,1.1484416,nan,24436.79078888893,22.069826,0.0,3.0942113,nan,nan,1256,nan,nan,nan,0.0015904903411865234,0.09206652641296387,12.667126178741455,nan,nan,1,nan,8.017926e-05,0.0,nan,17.9939284324646
nan,1.1484416,nan,24454.719106435776,22.069826,0.0,3.0942113,nan,nan,1257,nan,nan,nan,0.0015442371368408203,0.09658241271972656,12.75097107887268,nan,nan,1,nan,0.00073072204,0.0,nan,17.9241681098938
-745.0409729286356,1.1484414,nan,24483.98132133484,22.069832,0.0,3.0942116,-966.1750705242157,100.40306353569031,1258,nan,nan,nan,0.002930879592895508,0.18877387046813965,23.96129083633423,nan,6.416715950577513,2,-1066.578134059906,0.00032355957,0.0,-865.7720069885254,29.257969617843628
nan,1.1484414,nan,24511.748388528824,22.069832,0.0,3.0942116,nan,nan,1259,nan,nan,nan,0.002633333206176758,0.16451740264892578,22.37117099761963,nan,nan,2,nan,0.0011563383,0.0,nan,27.763224124908447
nan,1.1484416,nan,24536.15655374527,22.06982,0.0,3.094211,nan,nan,1260,nan,nan,nan,0.002126932144165039,0.13108015060424805,19.13906240463257,nan,nan,2,nan,0.0048491494,0.0,nan,24.40369462966919
-817.0775031822564,1.1484416,nan,24554.188498735428,22.069826,0.0,3.0942113,-1087.325735092163,0.0,1261,nan,nan,nan,0.0017027854919433594,0.09631752967834473,12.761122941970825,nan,7.148815207682081,1,-1087.325735092163,0.00035287955,0.0,-1087.325735092163,18.028043270111084
nan,1.1484416,nan,24571.97440624237,22.069826,0.0,3.0942113,nan,nan,1262,nan,nan,nan,0.0017762184143066406,0.0941629409790039,12.50517201423645,nan,nan,1,nan,0.00050475093,0.0,nan,17.779199600219727
-822.491399990907,1.1484416,nan,24590.004470586777,22.069826,0.0,3.0942113,-1092.6784763336182,0.0,1263,nan,nan,nan,0.0015985965728759766,0.10391855239868164,12.826133251190186,nan,6.65555788119407,1,-1092.6784763336182,1.9838595e-05,0.0,-1092.6784763336182,18.025683641433716
-760.0372205836461,1.1484414,0.7925886752216101,24619.003350257874,22.069832,0.0,3.0942116,-981.354504108429,115.58249711990356,1264,-0.036064178,1.7825688e-08,0.036064196,0.003099679946899414,0.1775190830230713,23.698357343673706,0.9514065306221134,5.607085991531931,2,-1096.9370012283325,1.6191188e-05,0.008320192,-865.7720069885254,28.994606494903564
