AbsLearnSignal,ItrTime,Time,MeanKL,Entropy,Iteration,LossAfter,NumTrajs,MaxReturn,ProcessExecTime,EnvExecTime,AveragePolicyStd,MinReturn,AverageReturn,LossBefore,PolicyExecTime,dLoss,StdReturn,Perplexity,AverageDiscountedReturn,ExplainedVariance,MeanKLBefore
0.9148088236,40.5453350544,14978.3005607128,0.008604868,3.3180919,468,-0.06852917,2,-326.0586458895,0.0038328171,35.2934303284,1.2838737,-465.2713394713,-395.6649926804,1.2631448E-08,0.1404016018,0.06852918,69.6063467909,27.607622,-294.4121254006,0.4151036069,0
0.8134813515,40.4805600643,15018.8420813084,0.008645307,3.3174496,469,-0.040774792,2,-322.949269639,0.0038352013,35.283205986,1.2834016,-501.755768582,-412.3525191105,2.5262896E-08,0.1508069038,0.04077482,89.4032494715,27.589895,-301.2789430997,0.9230649856,0
0.8615814148,26.780298233,15045.6689629555,0.006950209,3.3075514,470,-0.068015814,1,-761.6797450898,0.0024220943,21.6211986542,1.2790354,-761.6797450898,-761.6797450898,3.8146972E-08,0.0926949978,0.06801585,0,27.318151,-479.9385359551,0.8516104159,0
0.8605324804,40.9437835217,15086.6596896648,0.0077789896,3.292555,471,-0.039954588,2,-320.5065494767,0.003942728,35.7991466522,1.2693777,-559.6036506424,-440.0551000596,0,0.1505992413,0.039954588,119.5485505828,26.911537,-317.6339089772,-0.8049893378,0
0.6989207656,44.8439793587,15131.5613753796,0.007653395,3.3402982,472,-0.038564872,3,-246.9298808457,0.0037405491,39.5494992733,1.2964901,-388.3354937415,-326.5506983739,0,0.1490697861,0.038564872,59.0902112846,28.227543,-266.746917792,-6.1895265186,0
0.7865950812,26.8487923145,15158.4603741169,0.0052627088,3.3549445,473,-0.048147097,1,-541.1501762138,0.0024690628,21.6682138443,1.3080087,-541.1501762138,-541.1501762138,1.9073486E-08,0.0904304981,0.048147116,0,28.644014,-363.8582379089,0.7448415378,0
0.8262397814,32.5305089951,15191.0524632931,0.0072006606,3.336422,474,-0.056286555,2,-326.5441830897,0.0026948452,27.3687241077,1.296777,-327.5574354344,-327.0508092621,0.000000028,0.1041631699,0.056286585,0.5066261724,28.118338,-267.2719770221,0.8403297297,0
0.7677502551,40.9938423634,15232.1063096523,0.0072409133,3.3583448,475,-0.04381465,2,-294.8989553894,0.0039408207,35.6182091236,1.3134403,-474.5669171284,-384.7329362589,0,0.1454017162,0.04381465,89.8339808695,28.74158,-289.5956305142,-4.9607649822,0
0.7710896062,27.1361658573,15259.2900488377,0.006710155,3.3815274,476,-0.058431417,1,-572.5751677481,0.0026783943,21.8177013397,1.3285826,-572.5751677481,-572.5751677481,-2.3841857E-09,0.0997962952,0.058431413,0,29.415667,-393.2344521187,0.8145285289,0
0.8312295487,32.9217677116,15292.2587835789,0.009021249,3.3777082,477,-0.09453183,2,-279.0598337242,0.002655983,27.7326338291,1.3264105,-347.042374257,-313.0511039906,0,0.096950531,0.09453183,33.9912702664,29.303535,-255.5735862902,0.86446503,0
0.7858654401,32.5692067146,15324.8885784149,0.0071976706,3.3775072,478,-0.10941679,2,-279.8494247577,0.0027313232,27.3792111874,1.3288786,-315.5595760356,-297.7045003967,-9.3497485E-09,0.1089730263,0.10941678,17.855075639,29.297647,-246.0030029241,0.8075863177,0
0.7963940737,26.8688075542,15351.8051919937,0.0095996,3.3810732,479,-0.04619094,1,-519.2350526149,0.0024571419,21.7158923149,1.333761,-519.2350526149,-519.2350526149,4.7683717E-08,0.1058185101,0.04619099,0,29.40231,-353.8822425674,0.9546804512,0
0.8291390464,26.7005741596,15378.5545783043,0.006473256,3.380415,480,-0.043517865,1,-419.9571793512,0.0025007725,21.6110835075,1.3339505,-419.9571793512,-419.9571793512,-3.8146972E-08,0.0934233665,0.043517828,0,29.382961,-306.4681456949,0.9497567078,0
0.786136294,27.005190134,15405.6071362495,0.0074556153,3.3268058,481,-0.0399835,1,-547.9946845792,0.002566576,21.87079072,1.3066154,-547.9946845792,-547.9946845792,0,0.0944817066,0.0399835,0,27.849245,-360.2555031086,0.8993015642,0
0.9247421986,40.7672371864,15446.4200282097,0.006637773,3.287826,482,-0.08608235,2,-300.3191303474,0.0038046837,35.5700111389,1.2814473,-527.2680886321,-413.7936094897,0,0.1500353813,0.08608235,113.4744791423,26.784573,-301.170038294,0.4654838033,0
0.6763551846,27.071365118,15473.5386068821,0.009152506,3.2883987,483,-0.08814012,1,-466.4830959045,0.0025405884,21.9136552811,1.2818674,-466.4830959045,-466.4830959045,1.1920929E-08,0.0927729607,0.08814014,0,26.799915,-321.7316393157,0.8667132848,0
0.9308895394,40.4596681595,15514.0458614826,0.006668688,3.2829878,484,-0.022355521,2,-364.5352873653,0.0038070679,35.3140113354,1.2772557,-551.7780676241,-458.1566774947,2.5262896E-08,0.1359751225,0.022355547,93.6213901294,26.655296,-334.6101727657,0.5309575394,0
0.8075825402,32.2438514233,15546.3350877762,0.009522297,3.2816668,485,-0.07827146,2,-315.5171261112,0.0026156902,27.056889534,1.2750055,-351.0326778145,-333.2749019629,1.636206E-08,0.1033298969,0.07827148,17.7577758516,26.620106,-274.1589409572,0.8887890316,0
0.8724650927,26.9639527798,15573.3465623856,0.0073007178,3.3004386,486,-0.04697406,1,-541.4872118812,0.0026421547,21.7646086216,1.2842947,-541.4872118812,-541.4872118812,-1.9073486E-08,0.0995864868,0.04697404,0,27.124535,-376.6039760049,0.8131283179,0
0.6896252355,41.2385511398,15614.6340949535,0.008968589,3.2735832,487,-0.06287634,2,-308.166052056,0.0038189888,35.9964110851,1.2624243,-384.9313164949,-346.5486842754,1.8947173E-08,0.1514134407,0.06287636,38.3826322195,26.405787,-269.0920958228,-1.5595097043,0
0.8109676239,32.8127396107,15647.501819849,0.0066104755,3.2856178,488,-0.072440945,2,-276.0753650496,0.0026299953,27.6763167381,1.2705762,-338.5448414484,-307.310103249,-5.5553844E-08,0.1038160324,0.07244089,31.2347381994,26.72549,-250.3786779119,-0.6116634191,0
0.7902724698,27.2669885159,15674.8218002319,0.008379565,3.3040185,489,-0.051739387,1,-374.4714344389,0.002597332,22.06401968,1.2796776,-374.4714344389,-374.4714344389,-1.9073486E-08,0.0957267284,0.05173937,0,27.22181,-273.2019847527,-34.5567389253,0
0.8941291899,40.5947906971,15715.4723551273,0.008899237,3.2895389,490,-0.045569226,2,-421.7326724826,0.0037410259,35.3663506508,1.2683983,-574.0932728426,-497.9129726626,1.8822519E-08,0.1454191208,0.045569245,76.18030018,26.830488,-354.7010534918,0.7340068949,0
0.8984385936,26.4229514599,15741.9469845295,0.007164376,3.284156,491,-0.051139336,1,-1095.1865676527,0.0025649071,21.2464799881,1.2642717,-1095.1865676527,-1095.1865676527,-1.4305114E-08,0.0940995216,0.05113932,0,26.686453,-677.1204554838,0.3880221132,0
0.8650333189,26.8462619781,15768.8539979458,0.006480379,3.2745337,492,-0.070584595,1,-551.4961392625,0.0025179386,21.6726942062,1.2598029,-551.4961392625,-551.4961392625,-9.536743E-09,0.0976922512,0.07058459,0,26.430899,-378.4794400818,-0.4683655679,0
0.7893087285,32.384023428,15801.2910587788,0.006267921,3.277643,493,-0.04909824,2,-289.3463161024,0.0028216839,27.2504999638,1.2621117,-383.0159010308,-336.1811085666,1.1573717E-08,0.0975911617,0.04909825,46.8347924642,26.513206,-275.7121992895,0.7066688519,0
0.946114967,32.322851181,15833.6611733437,0.007616602,3.242759,494,-0.07238962,2,-313.8437610265,0.002658844,27.1391572952,1.2396531,-449.5968307238,-381.7202958752,9.258974E-09,0.105266571,0.072389625,67.8765348486,25.604267,-304.8855723936,0.7496929093,0
0.7693407076,26.8261198997,15860.5328264236,0.008198817,3.2367272,495,-0.017762126,1,-535.7076446679,0.0024523735,21.7211532593,1.2353021,-535.7076446679,-535.7076446679,2.8610229E-08,0.0913999081,0.017762154,0,25.450293,-367.8758257324,-2.2579539897,0
0.8372923609,26.8581123352,15887.446811676,0.009921275,3.2331567,496,-0.052427653,1,-528.7694591366,0.0024821758,21.7214164734,1.2339214,-528.7694591366,-528.7694591366,8.34465E-09,0.0960469246,0.05242766,0,25.359583,-356.7526298823,0.9753370865,0
0.9446356555,52.2941679955,15939.7894003391,0.009602446,3.1914334,497,-0.09163359,3,-260.1316204144,0.005038023,47.0896646976,1.2091136,-578.5046119136,-380.5788981191,0,0.1876811981,0.09163359,141.0496873995,24.323269,-283.5011815585,-0.291176809,0
0.8530520897,32.464812994,15972.3016443253,0.0069418442,3.2011814,498,-0.06385576,2,-342.8976958938,0.0027115345,27.3017532825,1.2137264,-344.633329686,-343.7655127899,-0.000000014,0.1032912731,0.063855745,0.8678168961,24.561531,-281.5707344346,0.216897162,0
0.8952969525,32.6963198185,16005.0539720058,0.008151939,3.1794968,499,-0.07656373,2,-273.5604429441,0.0026736259,27.5537085533,1.2003658,-341.1081616618,-307.3343023029,-2.3147434E-08,0.0997779369,0.07656371,33.7738593589,24.034655,-253.8543125312,0.9154567612,0
0.7482372182,26.9018139839,16032.0128948689,0.008123342,3.1776044,500,-0.032609645,1,-611.5502715218,0.0024902821,21.7656345367,1.201125,-611.5502715218,-611.5502715218,2.8610229E-08,0.096848011,0.032609675,0,23.989218,-398.4688542191,0.619834734,0
0.8695669944,26.7963883877,16058.856623888,0.006669345,3.16363,501,-0.013203001,1,-527.0332656108,0.0024762154,21.5612118244,1.1926541,-527.0332656108,-527.0332656108,0,0.093777895,0.013203001,0,23.656313,-376.6919350701,0.9247716942,0
0.9174620758,40.6013236046,16099.5022027493,0.0066496916,3.1627314,502,-0.06757395,2,-383.4027641107,0.0038330555,35.2510635853,1.1919308,-560.9500783811,-472.1764212459,0,0.1497113705,0.06757395,88.7736571352,23.635065,-357.9595050693,0.7290863672,0
0.8324791798,26.7360444069,16126.2929699421,0.008148439,3.180192,503,-0.06834353,1,-501.6793968681,0.0024271011,21.6038327217,1.2060355,-501.6793968681,-501.6793968681,1.4305114E-08,0.0977609158,0.06834354,0,24.05137,-352.735509071,0.8523717589,0
0.8420614744,26.8367784023,16153.1752038002,0.0063917474,3.1735227,504,-0.044229776,1,-693.4509673358,0.0026299953,21.6241455078,1.2011119,-693.4509673358,-693.4509673358,-1.9073486E-08,0.0916223526,0.044229757,0,23.891499,-461.1385733026,0.9421035928,0
0.8356383309,37.5294349194,16190.7526960373,0.008574988,3.179937,505,-0.06408701,3,-76.8477797402,0.0026946068,32.3553204536,1.2011833,-327.225060852,-214.042358916,5.665392E-08,0.1026844978,0.06408707,103.6166762983,24.045237,-181.6468904175,0.7835808445,0
0.8840942019,32.7479035854,16223.5521173477,0.0075267632,3.1737561,506,-0.08566945,2,-299.0374209507,0.0027840137,27.4660959244,1.1991612,-321.4786108149,-310.2580158828,-0.000000037,0.10202384,0.08566941,11.2205949321,23.897076,-253.2584016417,0.7438195144,0
0.8367114033,41.4344325066,16265.0361688137,0.0066538174,3.1613622,507,-0.046355225,3,-259.0873646215,0.0032525063,36.1725103855,1.1923927,-297.7551015213,-282.6733183605,0,0.1260838509,0.046355225,16.8925852996,23.602724,-241.4460269054,0.9296817204,0
0.8007344892,45.6716663837,16310.7570691109,0.009507306,3.1783977,508,-0.05185291,3,-275.3585118747,0.0038356781,40.4991426468,1.2005852,-293.3160725895,-287.0115714707,0,0.1494231224,0.05185291,8.2491941038,24.008253,-237.1244898865,0.9234298185,0
0.7429405865,53.1002225876,16363.905952692,0.0079449965,3.1849687,509,-0.04296899,3,-246.472549614,0.0051226616,47.8660588264,1.2050539,-605.2647644993,-387.4006260847,6.176647E-09,0.1908960342,0.042968996,156.2526406948,24.166533,-291.2450880933,-4.2551108979,0
0.8427451982,39.4683799744,16403.4297304153,0.008944232,3.1850433,510,-0.037769962,2,-326.6253198678,0.0036263466,34.2256350517,1.2039113,-733.3104158474,-529.9678678576,-2.6308257E-08,0.1393082142,0.037769936,203.3425479898,24.168335,-376.0274687632,0.4578240481,0
0.6361788279,53.0873365402,16456.562762022,0.008185127,3.17312,511,-0.012466244,3,-290.005245394,0.0050034523,47.8224384785,1.1955123,-499.1581691046,-379.7241884489,4.279308E-09,0.1878938675,0.012466249,87.9335884589,23.88188,-288.8714214946,-16.252574904,0
0.9229542391,27.0755946636,16483.6836099625,0.009745135,3.1872234,512,-0.04883504,1,-416.5560468159,0.0025098324,21.8787848949,1.2045053,-416.5560468159,-416.5560468159,-4.7683715E-09,0.0976364613,0.048835035,0,24.221083,-312.2541446771,-29.1738113845,0
0.8624416214,26.6232290268,16510.3526403904,0.0083567705,3.1907012,513,-0.04539896,1,-782.8006638828,0.0025084019,21.510127306,1.2082787,-782.8006638828,-782.8006638828,2.8610229E-08,0.1002335548,0.04539899,0,24.305466,-504.5002391465,0.6571342577,0
0.8509085783,40.0259690285,16550.4266126156,0.007765403,3.1871111,514,-0.053161845,2,-244.042386898,0.0036303997,34.8156192303,1.2068305,-439.1679616716,-341.6051742848,0,0.1432845592,0.053161845,97.5627873868,24.218363,-263.4347511086,-1.7493597216,0
0.7909038669,33.1656062603,16583.6425426006,0.0069137267,3.1959252,515,-0.08447394,2,-71.3268435533,0.0027327538,27.8590800762,1.212145,-457.9861972587,-264.656520406,4.456422E-09,0.1007730961,0.084473945,193.3296768527,24.43277,-198.7426447532,0.1794386482,0
0.8793664609,31.9038100243,16615.5920016766,0.007815618,3.1912234,516,-0.070561334,2,-297.0008426611,0.0027241707,26.6384532452,1.2076854,-358.2663074577,-327.6335750594,1.4305114E-08,0.0975811481,0.07056135,30.6327323983,24.31816,-271.5808574815,0.4531674525,0
0.8692612613,26.8196105957,16642.4580068588,0.00899431,3.2009745,517,-0.041210275,1,-590.5088562429,0.0024001598,21.5993278027,1.2114805,-590.5088562429,-590.5088562429,1.9073486E-08,0.0933516026,0.041210294,0,24.556448,-404.5952048611,0.9668443179,0
0.9525284436,26.7496147156,16669.2587785721,0.0075330674,3.1771164,518,-0.043651592,1,-567.7911974674,0.0025365353,21.5232493877,1.1992111,-567.7911974674,-567.7911974674,2.3841858E-08,0.0972588062,0.043651614,0,23.977512,-385.1113274635,0.9670686001,0
0.9243972685,41.9636926651,16711.2844731808,0.008477753,3.1345403,519,-0.064069025,3,-240.4407503954,0.0032629967,36.8446068764,1.1706167,-326.5034506563,-277.3306215574,7.3359563E-09,0.1299035549,0.06406903,36.1925442212,22.978071,-233.338790303,0.622870674,0
0.6572973102,45.739386797,16757.0708165169,0.008799153,3.1173687,520,-0.095919356,3,-325.8951337394,0.0040557384,40.5132238865,1.1590468,-379.1225582828,-345.9017620064,4.391921E-08,0.1399829388,0.0959194,23.6537573903,22.586868,-279.7112160314,0.3674347273,0
0.823177134,32.3498158455,16789.4698114395,0.0069039403,3.1160297,521,-0.059711285,2,-307.3523909512,0.00258255,27.1834220886,1.1588471,-344.692440186,-326.0224155686,-5.0254897E-08,0.0929989815,0.059711237,18.6700246174,22.556646,-266.5203967072,0.5646785938,0
0.9056965196,31.6933662891,16821.2227084637,0.007925675,3.095145,522,-0.07175857,2,-352.0335838274,0.002522707,26.5384230614,1.1460752,-380.6378530623,-366.3357184449,4.2915346E-08,0.0962495804,0.07175861,14.3021346175,22.09044,-297.6116451845,0.9523539112,0
0.7957673752,26.8975710869,16848.1683776379,0.00659231,3.1014085,523,-0.036692087,1,-551.8853809124,0.0025308132,21.6704008579,1.1492859,-551.8853809124,-551.8853809124,-5.7220458E-08,0.0999150276,0.03669203,0,22.229239,-385.0738209643,-0.0981745749,0
0.8130642632,26.5499236584,16874.7675335407,0.006722465,3.0964668,524,-0.035432644,1,-456.4261440172,0.0026619434,21.3858618736,1.1473141,-456.4261440172,-456.4261440172,-3.8146972E-08,0.0997109413,0.035432607,0,22.11966,-328.8360259694,0.9750223782,0
0.7807308594,32.6059098244,16907.4239828587,0.006689362,3.0788388,525,-0.06980023,2,-358.290317433,0.0027503967,27.4426717758,1.1395965,-377.568270015,-367.929293724,0,0.1073453426,0.06980023,9.638976291,21.733152,-297.9561359536,0.9427285665,0
0.868082903,32.2072911263,16939.6792719364,0.008704461,3.052749,526,-0.08187023,2,-292.4755921712,0.0025072098,27.0921263695,1.1226429,-317.2826095945,-304.8791008829,0,0.1002471447,0.08187023,12.4035087116,21.17347,-248.3562786032,0.936199461,0
0.7963241676,39.7432787418,16979.4697833061,0.0068676346,3.0746765,527,-0.03999446,2,-252.64978088,0.0035970211,34.5822985172,1.1365043,-349.1795416814,-300.9146612807,0,0.1380975246,0.03999446,48.2648804007,21.64288,-234.4431980129,-47.727398624,0
0.80866731,44.2532999516,17023.7693538666,0.009288466,3.0276423,528,-0.038497083,3,-302.8403759514,0.0037100315,38.9817175865,1.1078719,-386.7484522018,-354.391881973,-3.9462385E-08,0.1430726051,0.038497042,36.8463067809,20.64849,-291.0850041243,0.2539185921,0
0.8658614418,45.0273504257,17068.8434431553,0.008428216,2.9963493,529,-0.015928367,3,-255.9026196912,0.0037574768,39.7542090416,1.0925881,-292.4156724133,-269.4226989924,0,0.1454894543,0.015928367,16.3422264298,20.012344,-225.010936768,-0.3160311373,0
0.8480903669,45.0665266514,17113.9571552277,0.00812083,3.0070162,530,-0.087027885,3,-305.4848835385,0.0038745403,39.7805151939,1.0990682,-453.1277434583,-374.1765283869,-4.5413064E-08,0.1481173038,0.08702784,60.709953095,20.226955,-305.3917160674,0.6950524993,0
0.8916715188,44.0414764881,17158.065810442,0.008572512,2.9959636,531,-0.057754144,3,-278.3176507749,0.0037829876,38.7371795177,1.0926646,-363.0467915007,-314.6583419334,-2.6676204E-08,0.1376907825,0.057754118,35.6241321208,20.004627,-259.8905870368,0.7114356633,0
0.7724681534,26.7577035427,17184.8876390457,0.00971986,2.995543,532,-0.0499397,1,-420.3935702803,0.0026991367,21.6180679798,1.0932964,-420.3935702803,-420.3935702803,1.9073486E-08,0.1003973484,0.049939718,0,19.996216,-306.580255262,-11.0144090008,0
0.8317095926,26.6477582455,17211.5953185558,0.0065177577,2.977101,533,-0.07306823,1,-474.4802001389,0.0024416447,21.5476026535,1.0846868,-474.4802001389,-474.4802001389,9.536743E-08,0.0990920067,0.07306833,0,19.630827,-329.5069821842,0.9092576583,0
0.8382699264,43.1887662411,17254.8460335732,0.009087081,2.9596136,534,-0.05310464,3,-291.3512408402,0.0037178993,37.8812193871,1.0723972,-346.8328412636,-320.0041821194,-0.000000014,0.1245772839,0.053104624,22.6869713032,19.290516,-267.4020096287,0.5271583581,0
0.8483895456,43.6227357388,17298.521709919,0.0066133775,2.9524438,535,-0.040363006,3,-258.2031691716,0.0035946369,38.4708366394,1.069804,-309.3318134431,-276.3620999963,6.8609665E-09,0.1404001713,0.040363014,23.353144366,19.152702,-230.7339147232,0.5103740851,0
0.8279735257,44.5862877369,17343.1544573307,0.006967324,2.937159,536,-0.045408666,3,-244.8724737827,0.003693819,39.4270966053,1.0626715,-334.4384270242,-288.4787860365,-2.6864065E-08,0.1373963356,0.04540864,36.602992702,18.862185,-238.2320305483,0.9578346869,0
0.7487239755,40.1540482044,17383.3642251492,0.0063460376,2.980842,537,-0.02800294,2,-264.7300062496,0.003790617,34.8564689159,1.0871372,-538.9990669092,-401.8645365794,-0.000000026,0.135197401,0.028002914,137.1345303298,19.704403,-290.4480987682,-59.8405968903,0
0.8802068728,42.9767730236,17426.3863172531,0.0070500607,2.9938169,538,-0.065861054,3,-245.2132552443,0.0035581589,37.763248682,1.0918713,-355.0904212389,-284.2439145174,9.341027E-09,0.1325509548,0.06586106,50.1825601406,19.96173,-237.495358753,-1.2051520277,0
0.8340688129,42.975646019,17469.411513567,0.0070575085,3.0015743,539,-0.06587251,3,-256.7040433634,0.003554821,37.844789505,1.0960424,-316.5010486893,-285.3640245339,7.064254E-09,0.1355035305,0.06587252,24.4747797804,20.117182,-238.154447572,0.9701807964,0
0.7052775955,44.0744476318,17513.5327048302,0.009665153,2.9885924,540,-0.06599404,3,-260.6214251179,0.0037879944,38.8613452911,1.0888453,-320.5524807216,-289.2421390252,6.716016E-09,0.1491129398,0.06599405,24.5405573107,19.85771,-240.9808750394,0.8888954704,0
0.7289039016,32.4105408192,17545.9883682728,0.006961715,3.050521,541,-0.10585233,2,-295.3590059526,0.0025644302,27.2954170704,1.1252797,-323.7756042382,-309.5673050954,1.888464E-08,0.1028862,0.10585235,14.2082991428,21.126347,-255.4696512234,0.9765742138,0
0.8162940126,43.0478034019,17589.0917041302,0.0078861695,3.0628223,542,-0.063831426,3,-271.6872304091,0.003742218,37.856688261,1.1315938,-365.6410246291,-315.2153767447,-5.434541E-08,0.13621521,0.063831374,38.6653204461,21.387836,-261.7718326537,0.8952568437,0
0.6223487938,42.5794126987,17631.7193102837,0.008807032,3.0297287,543,-0.12347492,3,-254.6918204858,0.0035738945,37.4359767437,1.112351,-393.582487512,-314.0049384986,4.2701835E-08,0.1281793118,0.12347496,58.4844122798,20.691618,-257.0791023055,-8.5087864484,0
0.8314224591,26.8480277061,17658.6150734425,0.009357617,3.0388684,544,-0.072201565,1,-426.8548151979,0.002779007,21.7208003998,1.1208904,-426.8548151979,-426.8548151979,-9.536743E-09,0.0996906757,0.07220156,0,20.881601,-313.4978893979,-164.3318231595,0
0.8770019339,27.929068327,17686.5890989304,0.009505754,3.0555048,545,-0.049824867,1,-319.4869975938,0.0024302006,22.8241481781,1.1263244,-319.4869975938,-319.4869975938,-1.66893E-08,0.0926024914,0.049824852,0,21.231901,-237.1040400192,0.5180273167,0
0.8162587624,43.1268763542,17729.7742345333,0.007742025,3.04736,546,-0.049162503,3,-219.8044533257,0.0037007332,37.9275496006,1.1176453,-315.5533829534,-272.0796598255,-4.2701835E-08,0.1353054047,0.049162462,39.5816789553,21.059671,-228.9145492005,-0.5594090495,0
0.7037162423,50.0453178883,17779.8675546646,0.009465381,3.038294,547,-0.05567287,4,-60.2358099095,0.0040411949,44.9142434597,1.1116303,-368.9458271541,-237.1032567751,-3.266008E-09,0.1501367092,0.055672865,111.4569695229,20.869612,-199.3154500099,0.7939586411,0
0.8575150914,41.9866642952,17821.9109020233,0.0070807133,3.0058599,548,-0.071135916,3,-227.5340491213,0.0033767223,36.7186541557,1.0931913,-295.325196602,-250.4845871616,1.5137688E-08,0.1244833469,0.07113593,31.7100545423,20.20358,-214.7516611876,0.7393538,0
0.7305502305,42.8858847618,17864.8472857475,0.008195728,3.0138702,549,-0.033467714,3,-239.4611128447,0.0035004616,37.6358299255,1.0971465,-303.5241187883,-262.9098582524,1.182993E-08,0.1292262077,0.033467725,28.8329483386,20.36607,-223.1113687634,0.8850259449,0
0.7959000739,41.5417752266,17906.4455952644,0.0073933187,2.9857907,550,-0.04801608,3,-234.9038390206,0.0033581257,36.3727710247,1.0825224,-254.5188896284,-245.0316246352,-4.5413064E-08,0.1295871735,0.048016034,8.0206089788,19.802155,-208.3195391439,0.9399802818,0
0.8132141755,27.091853857,17933.5905733109,0.007082975,2.9650762,551,-0.024576798,1,-563.6156639072,0.002559185,21.8958544731,1.0704257,-563.6156639072,-563.6156639072,-2.8610229E-08,0.0918560028,0.02457677,0,19.396181,-368.5819180379,-4.1277930049,0
0.8834039143,32.1013925076,17965.7380056381,0.0098688705,3.0235267,552,-0.08037374,2,-349.9527460356,0.0026481152,26.9373104572,1.1005417,-388.4015744146,-369.1771602251,1.416348E-08,0.1025671959,0.08037376,19.2244141895,20.563684,-300.4276662951,0.3042821733,0
0.6393566156,42.5825695992,18008.3688428402,0.008917978,3.012971,553,-0.05724585,3,-253.0763758628,0.0034151077,37.4438171387,1.0939718,-297.7362518752,-269.725224026,-1.43409675E-08,0.1293442249,0.057245836,19.9240303281,20.347761,-226.244244351,0.8791251309,0
0.8123663958,42.9151959419,18051.3316428661,0.0068774605,3.0118563,554,-0.07819132,3,-243.8721897286,0.0036067963,37.591735363,1.0933672,-460.91700635,-335.3615924296,-1.0675459E-08,0.135207653,0.07819131,91.8240453108,20.325094,-276.7074644746,-0.579586084,0
0.7206927465,43.4882099628,18094.8730828762,0.009744634,3.01652,555,-0.07510701,3,-232.3166140157,0.0037052631,38.1872775555,1.0960343,-283.2383202468,-251.9116073906,1.4233945E-08,0.1287908554,0.07510702,22.3827310347,20.420107,-212.7412005129,-0.0076099623,0
0.7951794113,33.2760930061,18128.1944615841,0.0077468166,2.9403431,556,-0.037185587,2,-256.8141718867,0.0027520657,28.0985553265,1.0548915,-302.3863824134,-279.60027715,1.8339891E-08,0.0996932983,0.037185606,22.7861052634,18.922338,-228.925831638,0.4136397159,0
0.8562942016,43.8093166351,18172.0492560863,0.0065474953,2.933897,557,-0.049435124,3,-213.5893537146,0.0037353039,38.4877471924,1.0517553,-356.798722828,-287.2994874882,2.454309E-08,0.1321036816,0.04943515,58.540752755,18.800755,-241.2021530549,0.4970437147,0
nan,27.9072842598,18200.0040493011,0,2.928237,558,nan,1,nan,0.0025243759,22.7082455158,1.050811,nan,nan,nan,0.1023015976,nan,nan,18.694641,nan,nan,0
nan,27.919760704,18227.9843389988,0,2.928237,559,nan,1,-318.1654154782,0.0026521683,22.7052938938,1.050811,-318.1654154782,-318.1654154782,nan,0.0976257324,nan,0,18.694641,-237.2179710366,nan,0
0.8993909151,26.9590814114,18255.0022265911,0.008370271,2.928237,560,-0.05976859,1,-381.0904049602,0.0023887157,21.8004143238,1.050811,-381.0904049602,-381.0904049602,9.536743E-09,0.0933818817,0.059768602,0,18.694641,-275.797141077,0.9143186477,0
0.9575438069,52.4378409386,18307.4923455715,0.009825568,2.9260216,561,-0.10407131,3,-264.9806473078,0.0049419403,47.1541852951,1.0516765,-532.1338546418,-358.6257220055,3.0436414E-08,0.1882123947,0.10407134,122.8177241951,18.653273,-270.2844590908,-0.1095408294,0
0.9078815562,27.043210268,18334.5831725597,0.006731446,2.9456143,562,-0.056686744,1,-600.2254426286,0.0024366379,21.9048841,1.0632839,-600.2254426286,-600.2254426286,1.9073486E-08,0.0968234539,0.056686763,0,19.022345,-390.394356141,0.2746797631,0
0.877114717,28.5419635773,18363.1720647812,0.006569886,2.920443,563,-0.054014884,1,-348.4313408781,0.002458334,23.3027875423,1.0511752,-348.4313408781,-348.4313408781,0,0.096613884,0.054014884,0,18.549503,-259.4727668741,0.3070209557,0
0.8202405984,26.9038128853,18390.1256811619,0.008436013,2.913309,564,-0.053238343,1,-554.2784971594,0.0024678707,21.7407958508,1.0482087,-554.2784971594,-554.2784971594,2.8610229E-08,0.0978267193,0.053238373,0,18.417645,-363.1309713993,0.5962525333,0
0.9533864823,51.7159388065,18441.8890838623,0.008126865,2.881755,565,-0.048682634,3,-262.6427654475,0.0048577785,46.3781077862,1.0295516,-1394.6314568259,-649.2496589402,1.02545625E-08,0.1724579334,0.048682645,527.1869835069,17.845566,-432.8405835738,-0.5094175038,0
0.8587653002,38.8840072155,18480.8313250542,0.0068448996,2.8855484,566,-0.061790857,2,-241.0893003331,0.0037133694,33.6650738716,1.0312655,-903.6129025772,-572.3511014552,0,0.1330728531,0.061790857,331.261801122,17.913387,-381.8146416775,-1.4890026556,0
0.8583583303,41.418204546,18522.2952671051,0.0070064506,2.8678117,567,-0.055754013,3,-216.4561583649,0.0031850338,36.3205211163,1.0232593,-243.5124155378,-230.4265544839,7.817002E-09,0.1069624424,0.05575402,11.063364912,17.598465,-198.0056394523,-6.9330595491,0
0.7031338088,41.1599078178,18563.5026416779,0.008718424,2.8544557,568,-0.023608759,2,-315.9634843639,0.003947258,35.8932023048,1.0219835,-576.7338772627,-446.3486808133,-2.5096693E-08,0.1452710629,0.023608735,130.3851964494,17.364983,-314.9841210066,-19.8831925753,0
0.8638840005,43.2106254101,18606.7644789219,0.008745159,2.8520122,569,-0.07176392,3,-255.587131963,0.0035238266,38.0636029243,1.0207734,-272.4134208188,-263.8186788628,7.1169723E-09,0.1281831264,0.071763925,6.8741027124,17.322603,-222.6528880086,-0.7146307967,0
